;text1;code1;index1;text2;code2;index2;cosine_distance;updated_code1;updated_code2
644;spatial resolution of detection screen;L;913;distance to detection screen;O;881;0.1472135636483814;L;L
645;In the time there may be different number of electrons;L;788;different positions of electrons;O;2819;0.1472847606727285;L;O
646;different positions of electrons;O;2819;In the time there may be different number of electrons;L;788;0.1472847606727285;O;L
647;Amount of force put into each roll;L;1266;amount of force;O;2001;0.1472904680904754;L;L
648;Bad measurements/inaccurate ;L;2561;inconsistent measurements;O;1000;0.1478674335621664;L;O
649;Random Spread;P;910;Random distribution ;O;1135;0.148100479522017;O;O
650;Random distribution ;O;1135;Random Spread;P;910;0.148100479522017;O;O
651;there are more than 30 measurements;O;2480;Small number of measurements;L;1037;0.148326310578739;S;S
652;Small number of measurements;L;1037;there are more than 30 measurements;O;2480;0.148326310578739;S;S
653;undertaking several trials;O;1074;the number of trials;L;1848;0.1484452009373015;S;S
654;Minor statistical randomness;S;645;Randomness;P;511;0.1484963082458235;S;O
655;Precision of the ruler;L;2842;precision of measurement;O;53;0.1488172277956999;L;L
656;different ball;L;87;Shape and size of the ball;O;2005;0.1488448974019502;L;L
657;different ball;L;1522;Shape and size of the ball;O;2005;0.1488448974019502;L;L
658;The distribution of data from the students falls under an approximate standard normal curve. ;S;1883;This is a normal distribution, so most students are at the mean value of (or one stnd deviation away from) position for the class experiment. ;O;12;0.1490199072910428;S;S
659;Particles coming out of the SG with different spins and so deflected differently;P;701;The particles could be coming out of the source at different positions ;L;675;0.149021495160036;P;L
660;Maybe not using the correct units of measurement;L;456;Imprecision of measurement;O;2195;0.1490754096447527;L;L
661;friction/lack thereof;L;1410;Friction;O;266;0.1491224589224667;L;L
662;different initial velocities;L;174;Initial velocity ;O;1064;0.1492454671221452;L;L
663;measuring stick accuracy ;L;2401;measurement accuracy;O;1527;0.1492667202935242;L;L
664;slit isn't perfect;L;2863;the size of the slit;O;834;0.1492707604684451;L;L
665;the slope that the ball rolls down;L;1875;The slope of the triangle the ball is sitting on. ;O;1383;0.1494081840057612;L;L
666;The slope of the triangle the ball is sitting on. ;O;1383;the slope that the ball rolls down;L;1875;0.1494081840057612;L;L
667;difference in method of recording measurements;L;1998;Different means of measurement ;O;1147;0.1497390032153948;L;L
668;Inaccuracies of the source;L;2745;inaccuracy ;O;979;0.1497951202806453;L;L
