text1,text2,label
The electron source’s release velocity of the electrons,Tapping the microscope or other jitters from the outside world.,1.0
The electron source’s release velocity of the electrons,The initial placing of the particle,1.0
The electron source’s release velocity of the electrons,"Difference in particle characteristics (size, energy, etc)",1.0
The electron source’s release velocity of the electrons,Differences in distribution of particles in water between students,1.0
The electron source’s release velocity of the electrons,Different microscope (focal lengths),1.0
The electron source’s release velocity of the electrons,Environmental influences,1.0
The electron source’s release velocity of the electrons,Changes in the environment like air flow,1.0
The electron source’s release velocity of the electrons,Multiple random measurements result in a Gaussian distribution,0.0
The electron source’s release velocity of the electrons,"The overall distribution is like a Gaussian, which makes sense. Because there is error in measurement.",0.0
The electron source’s release velocity of the electrons,Random statistical variation,0.0
The electron source’s release velocity of the electrons,Minor statistical randomness,0.0
The electron source’s release velocity of the electrons,Statistics,0.0
The electron source’s release velocity of the electrons,Normal distribution,0.0
The electron source’s release velocity of the electrons,Central limit theorem,0.0
The electron source’s release velocity of the electrons,Bell curve due to normal distribution and similar conditions for every experiment,0.0
The electron source’s release velocity of the electrons,That just looks like the average curve of results.,0.0
The electron source’s release velocity of the electrons,Natural statistical variation that arises from taking measurements so there is some spread.,0.0
The electron source’s release velocity of the electrons,"The shape is the normal distribution, it is expected to occur in a series of random trials",0.0
The electron source’s release velocity of the electrons,Uncorrelated errors,0.0
The electron source’s release velocity of the electrons,Histogram position axis too tight,0.0
The electron source’s release velocity of the electrons,Experimental error,0.0
The electron source’s release velocity of the electrons,Measurement Error,0.0
The electron source’s release velocity of the electrons,Random Error,0.0
The electron source’s release velocity of the electrons,Uncertainty in measurements ,0.0
The electron source’s release velocity of the electrons,small variation in trials,0.0
The electron source’s release velocity of the electrons,inconsistent measurements,0.0
The electron source’s release velocity of the electrons,Variability,0.0
The electron source’s release velocity of the electrons,How far the ball went off the table,0.0
The electron source’s release velocity of the electrons,Taking multiple measurements,0.0
The electron source’s release velocity of the electrons,fewer students are measuring 'd' at lesser or greater distances.,0.0
The electron source’s release velocity of the electrons,relative error between each measurement.,0.0
The electron source’s release velocity of the electrons,The distance is what is causing the variation of values ,0.0
The electron source’s release velocity of the electrons,The distance was different for each student ,0.0
The electron source’s release velocity of the electrons,Outlier on left gives slight left skew,0.0
The electron source’s release velocity of the electrons,There is an outlier meaning a student's data isn't as close to everyone elses.,0.0
The electron source’s release velocity of the electrons,Systematic Errors cause slight right skew,0.0
The electron source’s release velocity of the electrons,Spread reveals uncertainty in measurement,0.0
The electron source’s release velocity of the electrons,Bias in data,0.0
The effect of the space between the slit and the screen on the electron (air resistance? friction? etc),They’re still going to see a wave pattern even in 1 experiment,0.0
The effect of the space between the slit and the screen on the electron (air resistance? friction? etc),"No, it’s a diffraction experiment, even with perfect equipment, we can’t tell where electrons will land before they do",0.0
The effect of the space between the slit and the screen on the electron (air resistance? friction? etc),"At some point, the distance being measured is in the Quantum Scale, where nothing is ever certain.",0.0
The effect of the space between the slit and the screen on the electron (air resistance? friction? etc),"In quantum mechanics, the world is basically (in most interpretations) probabilistic and has a certain degree of randomness to it. Thus many of the processes in experiments have a theoretical uncertainty that cannot be reduced by any means.",0.0
The effect of the space between the slit and the screen on the electron (air resistance? friction? etc),Quantum mechanics has inherent probabilities.,0.0
The effect of the space between the slit and the screen on the electron (air resistance? friction? etc),More or less supposed to be there since QM is a statistical field at the scale that we care about,0.0
The effect of the space between the slit and the screen on the electron (air resistance? friction? etc),"Heisenberg's Uncertainty Principle -- being certain in one variable leads to less certainty in the other variable (e.g., position and momentum). Also, the generalized uncertainty principles for any two observables.",0.0
The effect of the space between the slit and the screen on the electron (air resistance? friction? etc),(The Heisenberg uncertainty principle) delta x times delta p = ħ/2. There's also the energy-time relation.,0.0
The effect of the space between the slit and the screen on the electron (air resistance? friction? etc),Measurement uncertainty in classical mechanics can usually arise from human error in setup or calculation.,1.0
The effect of the space between the slit and the screen on the electron (air resistance? friction? etc),"Human error, especially in the manufacturing of the experimental apparatus",1.0
The effect of the space between the slit and the screen on the electron (air resistance? friction? etc),"Human error (things like timing a stopwatch, measuring with a ruler, etc.)",1.0
The effect of the space between the slit and the screen on the electron (air resistance? friction? etc),Non-ideal effects like friction.,1.0
The effect of the space between the slit and the screen on the electron (air resistance? friction? etc),Small changes in initial conditions,1.0
The effect of the space between the slit and the screen on the electron (air resistance? friction? etc),"Uncertainties in measurement apparatuses (i.e. gradations on a ruler, etc.)",1.0
The effect of the space between the slit and the screen on the electron (air resistance? friction? etc),Mostly brought about by minor differences in equipment,1.0
The effect of the space between the slit and the screen on the electron (air resistance? friction? etc),"I think of it as some sort of limitation of instruments, variance caused by imperfect equipment.",1.0
The effect of the space between the slit and the screen on the electron (air resistance? friction? etc),And *possible* statistical errors: from very large sample sizes,0.0
The effect of the space between the slit and the screen on the electron (air resistance? friction? etc),experimental bias,0.0
The effect of the space between the slit and the screen on the electron (air resistance? friction? etc),Small number of data points,0.0
The effect of the space between the slit and the screen on the electron (air resistance? friction? etc),Low sample number,0.0
The effect of the space between the slit and the screen on the electron (air resistance? friction? etc),The low number of repeats means the distribution isn’t very smooth,0.0
The effect of the space between the slit and the screen on the electron (air resistance? friction? etc),More counts would make the distribution closer to a normal distribution,0.0
The effect of the space between the slit and the screen on the electron (air resistance? friction? etc),Measuring many data points produces a distribution with most points within the standard deviation of the mean,0.0
The effect of the space between the slit and the screen on the electron (air resistance? friction? etc),Things are very statistical and you may have to wait for what you need.,0.0
The effect of the space between the slit and the screen on the electron (air resistance? friction? etc),inevitable statistical errors from inherent probabilistic nature of measurement. ,0.0
The effect of the space between the slit and the screen on the electron (air resistance? friction? etc),Also additional possible statistical errors from very large sample sizes.,0.0
The effect of the space between the slit and the screen on the electron (air resistance? friction? etc),It can be obvious to see uncertainty because classically it should be possible to recreate an experiment exactly.,0.0
The effect of the space between the slit and the screen on the electron (air resistance? friction? etc),Midway point of the extremes is most common,0.0
The effect of the space between the slit and the screen on the electron (air resistance? friction? etc),Shows the highest percentage of counts in the middle,0.0
The effect of the space between the slit and the screen on the electron (air resistance? friction? etc),The center of the histogram should be the true value,0.0
The effect of the space between the slit and the screen on the electron (air resistance? friction? etc),Most of the values fall near the mean of the histogram,0.0
The effect of the space between the slit and the screen on the electron (air resistance? friction? etc),It can be obvious to see uncertainty because classically it should be possible to recreate an experiment exactly. ,0.0
The effect of the space between the slit and the screen on the electron (air resistance? friction? etc),"As long as the value measured is within one standard deviation of the expected theoretical result, it should be acceptable. ",0.0
The effect of the space between the slit and the screen on the electron (air resistance? friction? etc),It should land in the same spot each time.,0.0
The effect of the space between the slit and the screen on the electron (air resistance? friction? etc),Randomness of Brownian motion,0.0
The effect of the space between the slit and the screen on the electron (air resistance? friction? etc),Nature of Brownian motion results in a natural distribution,0.0
The effect of the space between the slit and the screen on the electron (air resistance? friction? etc),Spins should be random,0.0
The effect of the space between the slit and the screen on the electron (air resistance? friction? etc),Quantum effects in electrons,0.0
The effect of the space between the slit and the screen on the electron (air resistance? friction? etc),The diffraction of the electron wave function going through the slit,0.0
The effect of the space between the slit and the screen on the electron (air resistance? friction? etc),"Quantum mechanics is probabilistic, so there is inherent variation in the experiment",0.0
The effect of the space between the slit and the screen on the electron (air resistance? friction? etc),The fact that the movement of particles at the fundamental level is random; the wideness of the distribution should obey Heisenberg Uncertainty Principle,0.0
The effect of the space between the slit and the screen on the electron (air resistance? friction? etc),Ball not placed at the right spot each time,1.0
The effect of the space between the slit and the screen on the electron (air resistance? friction? etc),The placement of the magnet might shift from time to time,1.0
The effect of the space between the slit and the screen on the electron (air resistance? friction? etc),Different ramps cannot be identical,1.0
The effect of the space between the slit and the screen on the electron (air resistance? friction? etc),Materials issues (ball; ramps are identical),1.0
The effect of the space between the slit and the screen on the electron (air resistance? friction? etc),The electron source’s release velocity of the electrons,1.0
The effect of the space between the slit and the screen on the electron (air resistance? friction? etc),The effect of the space between the slit and the screen on the electron (air resistance? friction? etc),1.0
The effect of the space between the slit and the screen on the electron (air resistance? friction? etc),The time may not be exact,1.0
The effect of the space between the slit and the screen on the electron (air resistance? friction? etc),Meterstick not held correctly,1.0
The effect of the space between the slit and the screen on the electron (air resistance? friction? etc),There should be a bimodal distribution maybe students are faking data,1.0
The effect of the space between the slit and the screen on the electron (air resistance? friction? etc),Ruler isn’t accurate enough in micrometer range,1.0
The effect of the space between the slit and the screen on the electron (air resistance? friction? etc),A ruler is not a suitably-precise instrument for this task,1.0
The effect of the space between the slit and the screen on the electron (air resistance? friction? etc),Difficulty in spotting the dropped place because of the ball bouncing up again at the floor,1.0
The effect of the space between the slit and the screen on the electron (air resistance? friction? etc),The small number of measurements resulted in the uneven histogram,0.0
The effect of the space between the slit and the screen on the electron (air resistance? friction? etc),Student rounding,1.0
The effect of the space between the slit and the screen on the electron (air resistance? friction? etc),Tapping the microscope or other jitters from the outside world.,1.0
The effect of the space between the slit and the screen on the electron (air resistance? friction? etc),The initial placing of the particle,1.0
The effect of the space between the slit and the screen on the electron (air resistance? friction? etc),"Difference in particle characteristics (size, energy, etc)",1.0
The effect of the space between the slit and the screen on the electron (air resistance? friction? etc),Differences in distribution of particles in water between students,1.0
The effect of the space between the slit and the screen on the electron (air resistance? friction? etc),Different microscope (focal lengths),1.0
The effect of the space between the slit and the screen on the electron (air resistance? friction? etc),Environmental influences,1.0
The effect of the space between the slit and the screen on the electron (air resistance? friction? etc),Changes in the environment like air flow,1.0
The effect of the space between the slit and the screen on the electron (air resistance? friction? etc),Multiple random measurements result in a Gaussian distribution,0.0
The effect of the space between the slit and the screen on the electron (air resistance? friction? etc),"The overall distribution is like a Gaussian, which makes sense. Because there is error in measurement.",0.0
The effect of the space between the slit and the screen on the electron (air resistance? friction? etc),Random statistical variation,0.0
The effect of the space between the slit and the screen on the electron (air resistance? friction? etc),Minor statistical randomness,0.0
The effect of the space between the slit and the screen on the electron (air resistance? friction? etc),Statistics,0.0
The effect of the space between the slit and the screen on the electron (air resistance? friction? etc),Normal distribution,0.0
The effect of the space between the slit and the screen on the electron (air resistance? friction? etc),Central limit theorem,0.0
The effect of the space between the slit and the screen on the electron (air resistance? friction? etc),Bell curve due to normal distribution and similar conditions for every experiment,0.0
The effect of the space between the slit and the screen on the electron (air resistance? friction? etc),That just looks like the average curve of results.,0.0
The effect of the space between the slit and the screen on the electron (air resistance? friction? etc),Natural statistical variation that arises from taking measurements so there is some spread.,0.0
The effect of the space between the slit and the screen on the electron (air resistance? friction? etc),"The shape is the normal distribution, it is expected to occur in a series of random trials",0.0
The effect of the space between the slit and the screen on the electron (air resistance? friction? etc),Uncorrelated errors,0.0
The effect of the space between the slit and the screen on the electron (air resistance? friction? etc),Histogram position axis too tight,0.0
The effect of the space between the slit and the screen on the electron (air resistance? friction? etc),Experimental error,0.0
The effect of the space between the slit and the screen on the electron (air resistance? friction? etc),Measurement Error,0.0
The effect of the space between the slit and the screen on the electron (air resistance? friction? etc),Random Error,0.0
The effect of the space between the slit and the screen on the electron (air resistance? friction? etc),Uncertainty in measurements ,0.0
The effect of the space between the slit and the screen on the electron (air resistance? friction? etc),small variation in trials,0.0
The effect of the space between the slit and the screen on the electron (air resistance? friction? etc),inconsistent measurements,0.0
The effect of the space between the slit and the screen on the electron (air resistance? friction? etc),Variability,0.0
The effect of the space between the slit and the screen on the electron (air resistance? friction? etc),How far the ball went off the table,0.0
The effect of the space between the slit and the screen on the electron (air resistance? friction? etc),Taking multiple measurements,0.0
The effect of the space between the slit and the screen on the electron (air resistance? friction? etc),fewer students are measuring 'd' at lesser or greater distances.,0.0
The effect of the space between the slit and the screen on the electron (air resistance? friction? etc),relative error between each measurement.,0.0
The effect of the space between the slit and the screen on the electron (air resistance? friction? etc),The distance is what is causing the variation of values ,0.0
The effect of the space between the slit and the screen on the electron (air resistance? friction? etc),The distance was different for each student ,0.0
The effect of the space between the slit and the screen on the electron (air resistance? friction? etc),Outlier on left gives slight left skew,0.0
The effect of the space between the slit and the screen on the electron (air resistance? friction? etc),There is an outlier meaning a student's data isn't as close to everyone elses.,0.0
The effect of the space between the slit and the screen on the electron (air resistance? friction? etc),Systematic Errors cause slight right skew,0.0
The effect of the space between the slit and the screen on the electron (air resistance? friction? etc),Spread reveals uncertainty in measurement,0.0
The effect of the space between the slit and the screen on the electron (air resistance? friction? etc),Bias in data,0.0
The time may not be exact,They’re still going to see a wave pattern even in 1 experiment,0.0
The time may not be exact,"No, it’s a diffraction experiment, even with perfect equipment, we can’t tell where electrons will land before they do",0.0
The time may not be exact,"At some point, the distance being measured is in the Quantum Scale, where nothing is ever certain.",0.0
The time may not be exact,"In quantum mechanics, the world is basically (in most interpretations) probabilistic and has a certain degree of randomness to it. Thus many of the processes in experiments have a theoretical uncertainty that cannot be reduced by any means.",0.0
The time may not be exact,Quantum mechanics has inherent probabilities.,0.0
The time may not be exact,More or less supposed to be there since QM is a statistical field at the scale that we care about,0.0
The time may not be exact,"Heisenberg's Uncertainty Principle -- being certain in one variable leads to less certainty in the other variable (e.g., position and momentum). Also, the generalized uncertainty principles for any two observables.",0.0
The time may not be exact,(The Heisenberg uncertainty principle) delta x times delta p = ħ/2. There's also the energy-time relation.,0.0
The time may not be exact,Measurement uncertainty in classical mechanics can usually arise from human error in setup or calculation.,1.0
The time may not be exact,"Human error, especially in the manufacturing of the experimental apparatus",1.0
The time may not be exact,"Human error (things like timing a stopwatch, measuring with a ruler, etc.)",1.0
The time may not be exact,Non-ideal effects like friction.,1.0
The time may not be exact,Small changes in initial conditions,1.0
The time may not be exact,"Uncertainties in measurement apparatuses (i.e. gradations on a ruler, etc.)",1.0
The time may not be exact,Mostly brought about by minor differences in equipment,1.0
The time may not be exact,"I think of it as some sort of limitation of instruments, variance caused by imperfect equipment.",1.0
The time may not be exact,And *possible* statistical errors: from very large sample sizes,0.0
The time may not be exact,experimental bias,0.0
The time may not be exact,Small number of data points,0.0
The time may not be exact,Low sample number,0.0
The time may not be exact,The low number of repeats means the distribution isn’t very smooth,0.0
The time may not be exact,More counts would make the distribution closer to a normal distribution,0.0
The time may not be exact,Measuring many data points produces a distribution with most points within the standard deviation of the mean,0.0
The time may not be exact,Things are very statistical and you may have to wait for what you need.,0.0
The time may not be exact,inevitable statistical errors from inherent probabilistic nature of measurement. ,0.0
The time may not be exact,Also additional possible statistical errors from very large sample sizes.,0.0
The time may not be exact,It can be obvious to see uncertainty because classically it should be possible to recreate an experiment exactly.,0.0
The time may not be exact,Midway point of the extremes is most common,0.0
The time may not be exact,Shows the highest percentage of counts in the middle,0.0
The time may not be exact,The center of the histogram should be the true value,0.0
The time may not be exact,Most of the values fall near the mean of the histogram,0.0
The time may not be exact,It can be obvious to see uncertainty because classically it should be possible to recreate an experiment exactly. ,0.0
The time may not be exact,"As long as the value measured is within one standard deviation of the expected theoretical result, it should be acceptable. ",0.0
The time may not be exact,It should land in the same spot each time.,0.0
The time may not be exact,Randomness of Brownian motion,0.0
The time may not be exact,Nature of Brownian motion results in a natural distribution,0.0
The time may not be exact,Spins should be random,0.0
The time may not be exact,Quantum effects in electrons,0.0
The time may not be exact,The diffraction of the electron wave function going through the slit,0.0
The time may not be exact,"Quantum mechanics is probabilistic, so there is inherent variation in the experiment",0.0
The time may not be exact,The fact that the movement of particles at the fundamental level is random; the wideness of the distribution should obey Heisenberg Uncertainty Principle,0.0
The time may not be exact,Ball not placed at the right spot each time,1.0
The time may not be exact,The placement of the magnet might shift from time to time,1.0
The time may not be exact,Different ramps cannot be identical,1.0
The time may not be exact,Materials issues (ball; ramps are identical),1.0
The time may not be exact,The electron source’s release velocity of the electrons,1.0
The time may not be exact,The effect of the space between the slit and the screen on the electron (air resistance? friction? etc),1.0
The time may not be exact,The time may not be exact,1.0
The time may not be exact,Meterstick not held correctly,1.0
The time may not be exact,There should be a bimodal distribution maybe students are faking data,1.0
The time may not be exact,Ruler isn’t accurate enough in micrometer range,1.0
The time may not be exact,A ruler is not a suitably-precise instrument for this task,1.0
The time may not be exact,Difficulty in spotting the dropped place because of the ball bouncing up again at the floor,1.0
The time may not be exact,The small number of measurements resulted in the uneven histogram,0.0
The time may not be exact,Student rounding,1.0
The time may not be exact,Tapping the microscope or other jitters from the outside world.,1.0
The time may not be exact,The initial placing of the particle,1.0
The time may not be exact,"Difference in particle characteristics (size, energy, etc)",1.0
The time may not be exact,Differences in distribution of particles in water between students,1.0
The time may not be exact,Different microscope (focal lengths),1.0
The time may not be exact,Environmental influences,1.0
The time may not be exact,Changes in the environment like air flow,1.0
The time may not be exact,Multiple random measurements result in a Gaussian distribution,0.0
The time may not be exact,"The overall distribution is like a Gaussian, which makes sense. Because there is error in measurement.",0.0
The time may not be exact,Random statistical variation,0.0
The time may not be exact,Minor statistical randomness,0.0
The time may not be exact,Statistics,0.0
The time may not be exact,Normal distribution,0.0
The time may not be exact,Central limit theorem,0.0
The time may not be exact,Bell curve due to normal distribution and similar conditions for every experiment,0.0
The time may not be exact,That just looks like the average curve of results.,0.0
The time may not be exact,Natural statistical variation that arises from taking measurements so there is some spread.,0.0
The time may not be exact,"The shape is the normal distribution, it is expected to occur in a series of random trials",0.0
The time may not be exact,Uncorrelated errors,0.0
The time may not be exact,Histogram position axis too tight,0.0
The time may not be exact,Experimental error,0.0
The time may not be exact,Measurement Error,0.0
The time may not be exact,Random Error,0.0
The time may not be exact,Uncertainty in measurements ,0.0
The time may not be exact,small variation in trials,0.0
The time may not be exact,inconsistent measurements,0.0
The time may not be exact,Variability,0.0
The time may not be exact,How far the ball went off the table,0.0
The time may not be exact,Taking multiple measurements,0.0
The time may not be exact,fewer students are measuring 'd' at lesser or greater distances.,0.0
The time may not be exact,relative error between each measurement.,0.0
The time may not be exact,The distance is what is causing the variation of values ,0.0
The time may not be exact,The distance was different for each student ,0.0
The time may not be exact,Outlier on left gives slight left skew,0.0
The time may not be exact,There is an outlier meaning a student's data isn't as close to everyone elses.,0.0
The time may not be exact,Systematic Errors cause slight right skew,0.0
The time may not be exact,Spread reveals uncertainty in measurement,0.0
The time may not be exact,Bias in data,0.0
Meterstick not held correctly,They’re still going to see a wave pattern even in 1 experiment,0.0
Meterstick not held correctly,"No, it’s a diffraction experiment, even with perfect equipment, we can’t tell where electrons will land before they do",0.0
Meterstick not held correctly,"At some point, the distance being measured is in the Quantum Scale, where nothing is ever certain.",0.0
Meterstick not held correctly,"In quantum mechanics, the world is basically (in most interpretations) probabilistic and has a certain degree of randomness to it. Thus many of the processes in experiments have a theoretical uncertainty that cannot be reduced by any means.",0.0
Meterstick not held correctly,Quantum mechanics has inherent probabilities.,0.0
Meterstick not held correctly,More or less supposed to be there since QM is a statistical field at the scale that we care about,0.0
Meterstick not held correctly,"Heisenberg's Uncertainty Principle -- being certain in one variable leads to less certainty in the other variable (e.g., position and momentum). Also, the generalized uncertainty principles for any two observables.",0.0
Meterstick not held correctly,(The Heisenberg uncertainty principle) delta x times delta p = ħ/2. There's also the energy-time relation.,0.0
Meterstick not held correctly,Measurement uncertainty in classical mechanics can usually arise from human error in setup or calculation.,1.0
Meterstick not held correctly,"Human error, especially in the manufacturing of the experimental apparatus",1.0
Meterstick not held correctly,"Human error (things like timing a stopwatch, measuring with a ruler, etc.)",1.0
Meterstick not held correctly,Non-ideal effects like friction.,1.0
Meterstick not held correctly,Small changes in initial conditions,1.0
Meterstick not held correctly,"Uncertainties in measurement apparatuses (i.e. gradations on a ruler, etc.)",1.0
Meterstick not held correctly,Mostly brought about by minor differences in equipment,1.0
Meterstick not held correctly,"I think of it as some sort of limitation of instruments, variance caused by imperfect equipment.",1.0
Meterstick not held correctly,And *possible* statistical errors: from very large sample sizes,0.0
Meterstick not held correctly,experimental bias,0.0
Meterstick not held correctly,Small number of data points,0.0
Meterstick not held correctly,Low sample number,0.0
Meterstick not held correctly,The low number of repeats means the distribution isn’t very smooth,0.0
Meterstick not held correctly,More counts would make the distribution closer to a normal distribution,0.0
Meterstick not held correctly,Measuring many data points produces a distribution with most points within the standard deviation of the mean,0.0
Meterstick not held correctly,Things are very statistical and you may have to wait for what you need.,0.0
Meterstick not held correctly,inevitable statistical errors from inherent probabilistic nature of measurement. ,0.0
Meterstick not held correctly,Also additional possible statistical errors from very large sample sizes.,0.0
Meterstick not held correctly,It can be obvious to see uncertainty because classically it should be possible to recreate an experiment exactly.,0.0
Meterstick not held correctly,Midway point of the extremes is most common,0.0
Meterstick not held correctly,Shows the highest percentage of counts in the middle,0.0
Meterstick not held correctly,The center of the histogram should be the true value,0.0
Meterstick not held correctly,Most of the values fall near the mean of the histogram,0.0
Meterstick not held correctly,It can be obvious to see uncertainty because classically it should be possible to recreate an experiment exactly. ,0.0
Meterstick not held correctly,"As long as the value measured is within one standard deviation of the expected theoretical result, it should be acceptable. ",0.0
Meterstick not held correctly,It should land in the same spot each time.,0.0
Meterstick not held correctly,Randomness of Brownian motion,0.0
Meterstick not held correctly,Nature of Brownian motion results in a natural distribution,0.0
Meterstick not held correctly,Spins should be random,0.0
Meterstick not held correctly,Quantum effects in electrons,0.0
Meterstick not held correctly,The diffraction of the electron wave function going through the slit,0.0
Meterstick not held correctly,"Quantum mechanics is probabilistic, so there is inherent variation in the experiment",0.0
Meterstick not held correctly,The fact that the movement of particles at the fundamental level is random; the wideness of the distribution should obey Heisenberg Uncertainty Principle,0.0
Meterstick not held correctly,Ball not placed at the right spot each time,1.0
Meterstick not held correctly,The placement of the magnet might shift from time to time,1.0
Meterstick not held correctly,Different ramps cannot be identical,1.0
Meterstick not held correctly,Materials issues (ball; ramps are identical),1.0
Meterstick not held correctly,The electron source’s release velocity of the electrons,1.0
Meterstick not held correctly,The effect of the space between the slit and the screen on the electron (air resistance? friction? etc),1.0
Meterstick not held correctly,The time may not be exact,1.0
Meterstick not held correctly,Meterstick not held correctly,1.0
Meterstick not held correctly,There should be a bimodal distribution maybe students are faking data,1.0
Meterstick not held correctly,Ruler isn’t accurate enough in micrometer range,1.0
Meterstick not held correctly,A ruler is not a suitably-precise instrument for this task,1.0
Meterstick not held correctly,Difficulty in spotting the dropped place because of the ball bouncing up again at the floor,1.0
Meterstick not held correctly,The small number of measurements resulted in the uneven histogram,0.0
Meterstick not held correctly,Student rounding,1.0
Meterstick not held correctly,Tapping the microscope or other jitters from the outside world.,1.0
Meterstick not held correctly,The initial placing of the particle,1.0
Meterstick not held correctly,"Difference in particle characteristics (size, energy, etc)",1.0
Meterstick not held correctly,Differences in distribution of particles in water between students,1.0
Meterstick not held correctly,Different microscope (focal lengths),1.0
Meterstick not held correctly,Environmental influences,1.0
Meterstick not held correctly,Changes in the environment like air flow,1.0
Meterstick not held correctly,Multiple random measurements result in a Gaussian distribution,0.0
Meterstick not held correctly,"The overall distribution is like a Gaussian, which makes sense. Because there is error in measurement.",0.0
Meterstick not held correctly,Random statistical variation,0.0
Meterstick not held correctly,Minor statistical randomness,0.0
Meterstick not held correctly,Statistics,0.0
Meterstick not held correctly,Normal distribution,0.0
Meterstick not held correctly,Central limit theorem,0.0
Meterstick not held correctly,Bell curve due to normal distribution and similar conditions for every experiment,0.0
Meterstick not held correctly,That just looks like the average curve of results.,0.0
Meterstick not held correctly,Natural statistical variation that arises from taking measurements so there is some spread.,0.0
Meterstick not held correctly,"The shape is the normal distribution, it is expected to occur in a series of random trials",0.0
Meterstick not held correctly,Uncorrelated errors,0.0
Meterstick not held correctly,Histogram position axis too tight,0.0
Meterstick not held correctly,Experimental error,0.0
Meterstick not held correctly,Measurement Error,0.0
Meterstick not held correctly,Random Error,0.0
Meterstick not held correctly,Uncertainty in measurements ,0.0
Meterstick not held correctly,small variation in trials,0.0
Meterstick not held correctly,inconsistent measurements,0.0
Meterstick not held correctly,Variability,0.0
Meterstick not held correctly,How far the ball went off the table,0.0
Meterstick not held correctly,Taking multiple measurements,0.0
Meterstick not held correctly,fewer students are measuring 'd' at lesser or greater distances.,0.0
Meterstick not held correctly,relative error between each measurement.,0.0
Meterstick not held correctly,The distance is what is causing the variation of values ,0.0
Meterstick not held correctly,The distance was different for each student ,0.0
Meterstick not held correctly,Outlier on left gives slight left skew,0.0
Meterstick not held correctly,There is an outlier meaning a student's data isn't as close to everyone elses.,0.0
Meterstick not held correctly,Systematic Errors cause slight right skew,0.0
Meterstick not held correctly,Spread reveals uncertainty in measurement,0.0
Meterstick not held correctly,Bias in data,0.0
There should be a bimodal distribution maybe students are faking data,They’re still going to see a wave pattern even in 1 experiment,0.0
There should be a bimodal distribution maybe students are faking data,"No, it’s a diffraction experiment, even with perfect equipment, we can’t tell where electrons will land before they do",0.0
There should be a bimodal distribution maybe students are faking data,"At some point, the distance being measured is in the Quantum Scale, where nothing is ever certain.",0.0
There should be a bimodal distribution maybe students are faking data,"In quantum mechanics, the world is basically (in most interpretations) probabilistic and has a certain degree of randomness to it. Thus many of the processes in experiments have a theoretical uncertainty that cannot be reduced by any means.",0.0
There should be a bimodal distribution maybe students are faking data,Quantum mechanics has inherent probabilities.,0.0
There should be a bimodal distribution maybe students are faking data,More or less supposed to be there since QM is a statistical field at the scale that we care about,0.0
There should be a bimodal distribution maybe students are faking data,"Heisenberg's Uncertainty Principle -- being certain in one variable leads to less certainty in the other variable (e.g., position and momentum). Also, the generalized uncertainty principles for any two observables.",0.0
There should be a bimodal distribution maybe students are faking data,(The Heisenberg uncertainty principle) delta x times delta p = ħ/2. There's also the energy-time relation.,0.0
There should be a bimodal distribution maybe students are faking data,Measurement uncertainty in classical mechanics can usually arise from human error in setup or calculation.,1.0
There should be a bimodal distribution maybe students are faking data,"Human error, especially in the manufacturing of the experimental apparatus",1.0
There should be a bimodal distribution maybe students are faking data,"Human error (things like timing a stopwatch, measuring with a ruler, etc.)",1.0
There should be a bimodal distribution maybe students are faking data,Non-ideal effects like friction.,1.0
There should be a bimodal distribution maybe students are faking data,Small changes in initial conditions,1.0
There should be a bimodal distribution maybe students are faking data,"Uncertainties in measurement apparatuses (i.e. gradations on a ruler, etc.)",1.0
There should be a bimodal distribution maybe students are faking data,Mostly brought about by minor differences in equipment,1.0
There should be a bimodal distribution maybe students are faking data,"I think of it as some sort of limitation of instruments, variance caused by imperfect equipment.",1.0
There should be a bimodal distribution maybe students are faking data,And *possible* statistical errors: from very large sample sizes,0.0
There should be a bimodal distribution maybe students are faking data,experimental bias,0.0
There should be a bimodal distribution maybe students are faking data,Small number of data points,0.0
There should be a bimodal distribution maybe students are faking data,Low sample number,0.0
There should be a bimodal distribution maybe students are faking data,The low number of repeats means the distribution isn’t very smooth,0.0
There should be a bimodal distribution maybe students are faking data,More counts would make the distribution closer to a normal distribution,0.0
There should be a bimodal distribution maybe students are faking data,Measuring many data points produces a distribution with most points within the standard deviation of the mean,0.0
There should be a bimodal distribution maybe students are faking data,Things are very statistical and you may have to wait for what you need.,0.0
There should be a bimodal distribution maybe students are faking data,inevitable statistical errors from inherent probabilistic nature of measurement. ,0.0
There should be a bimodal distribution maybe students are faking data,Also additional possible statistical errors from very large sample sizes.,0.0
There should be a bimodal distribution maybe students are faking data,It can be obvious to see uncertainty because classically it should be possible to recreate an experiment exactly.,0.0
There should be a bimodal distribution maybe students are faking data,Midway point of the extremes is most common,0.0
There should be a bimodal distribution maybe students are faking data,Shows the highest percentage of counts in the middle,0.0
There should be a bimodal distribution maybe students are faking data,The center of the histogram should be the true value,0.0
There should be a bimodal distribution maybe students are faking data,Most of the values fall near the mean of the histogram,0.0
There should be a bimodal distribution maybe students are faking data,It can be obvious to see uncertainty because classically it should be possible to recreate an experiment exactly. ,0.0
There should be a bimodal distribution maybe students are faking data,"As long as the value measured is within one standard deviation of the expected theoretical result, it should be acceptable. ",0.0
There should be a bimodal distribution maybe students are faking data,It should land in the same spot each time.,0.0
There should be a bimodal distribution maybe students are faking data,Randomness of Brownian motion,0.0
